Format,OpenTRACK,,,,,,
Name,2025 Endurance,,,,,,
Country,USA,,,,,,
City,"Brooklyn, Michigan",,,,,,
442,26,0,-0.21,295.9,0,1,1
443,25.9,0,0.09,295.9,0,1,1
444,25.8,-9,0.43,295.9,0,1,1
444,25.7,-22.86,0.75,295.9,0,1,1
445,25.7,-36,0.87,295.9,0,1,1
445,25.7,-39.24,0.94,295.9,0,1,1
446,25.8,-41.4,0.85,295.9,0,1,1
447,25.7,-42.66,0.9,295.9,0,1,1
447,25.7,-47.52,1.1,295.9,0,1,1
448,25.8,-51.12,1.46,295.9,0,1,1
448,25.9,-54.72,1.28,295.92,0,1,1
449,26.5,-55.08,1,295.96,0,1,1
449,27.1,-54.36,1.4,296,0,1,1
450,26.5,-55.98,1.33,296,0,1,1
450,25.8,-59.4,1.52,296,0,1,1
451,25.7,-53.1,0.63,296,0,1,1
451,25.5,-43.56,0.97,296,0,1,1
452,26,-39.78,0.95,296,0,1,1
452,26.5,-30.96,0.62,296,0,1,1
453,26.4,-17.28,0.58,296,0,1,1
453,26.2,-5.4,0.27,296,0,1,1
454,27.2,-9.36,0.38,296,0,1,1
454,28.2,-11.52,0.21,296,0,1,1
455,28.4,-8.82,0.12,296,0,1,1
455,28.7,-6.12,-0.22,296,0,1,1
456,29.7,-0.72,-0.22,296,0,1,1
456,30.7,7.92,-1.02,296,0,1,1
457,31.1,9,-0.34,296,0,1,1
458,31.5,7.2,-0.65,296,0,1,1
458,32.2,18,-0.69,296,0,1,1
459,32.9,23.04,-0.43,296,0,1,1
460,33.5,18.36,-0.56,296,0,1,1
460,34.1,16.56,-1.07,296,0,1,1
461,34.5,32.58,-0.94,296,0,1,1
462,34.9,27.72,-0.49,296,0,1,1
462,35.4,12.78,-0.86,296,0,1,1
463,35.8,23.04,-0.83,296,0,1,1
464,36,32.04,-0.57,296,0,1,1
465,36.1,20.16,-0.67,296,0,1,1
466,36.9,12.06,-0.78,296,0,1,1
466,37.6,26.64,-0.59,296,0,1,1
467,37.3,20.34,-0.13,296,0,1,1
468,37,8.64,-0.52,296,0,1,1
469,37.4,15.84,-0.41,296,0,1,1
470,37.7,20.52,-0.76,296,0,1,1
470,38,25.2,-1.15,296,0,1,1
471,38.3,36.72,-1.34,296,0,1,1
472,38.1,30.24,-0.72,296,0,1,1
473,37.8,19.44,-0.45,296,0,1,1
474,38.5,14.94,-0.86,296,0,1,1
475,39.1,11.88,-0.58,296,0,1,1
475,38.8,12.78,-0.55,296,0,1,1
476,38.5,21.24,-0.56,296,0,1,1
477,38.8,20.34,-0.42,296,0,1,1
478,39,25.92,-0.92,296,0,1,1
479,39.1,40.32,-0.62,296.02,0,1,1
480,39.2,35.28,-0.7,296.06,0,1,1
481,39.6,16.56,-0.76,296.1,0,1,1
481,40.1,25.2,-1.42,296.1,0,1,1
482,39.5,43.56,-1.04,296.1,0,1,1
483,39,50.76,-1.65,296.1,0,1,1
484,37.3,40.32,-0.62,296.1,0,1,1
485,35.7,36,-1.49,296.1,0,1,1
486,35.6,49.32,-0.93,296.1,0,1,1
487,35.5,60.48,-1.18,296.1,0,1,1
487,35,47.88,-1.27,296.1,0,1,1
488,34.6,46.8,-0.82,296.1,0,1,1
489,34.4,42.48,-0.76,296.1,0,1,1
490,34.2,18,-1.21,296.1,0,1,1
491,33.8,14.22,-0.54,296.1,0,1,1
492,33.3,20.16,-1.17,296.1,0,1,1
492,33,-3.6,-0.92,296.1,0,1,1
493,32.7,-8.28,-0.35,296.1,0,1,1
494,32.6,1.26,-0.38,296.1,0,1,1
495,32.5,6.12,-0.86,296.1,0,1,1
495,32.1,10.98,-0.68,296.1,0,1,1
496,31.7,12.96,-0.99,296.1,0,1,1
497,31.2,20.34,-0.89,296.1,0,1,1
498,30.8,25.56,-0.02,296.1,0,1,1
498,30.2,25.38,-0.69,296.1,0,1,1
499,29.6,23.4,-0.71,296.1,0,1,1
500,29.1,22.86,-0.16,296.1,0,1,1
501,28.6,9.72,-0.14,296.1,0,1,1
501,28.8,10.08,-0.6,296.1,0,1,1
502,29,25.92,-0.91,296.1,0,1,1
503,28.9,35.28,-0.62,296.1,0,1,1
503,28.7,36.72,-0.72,296.1,0,1,1
504,28.9,45,-1.43,296.1,0,1,1
505,29,41.76,-1.56,296.1,0,1,1
505,28.7,36.54,-0.89,296.1,0,1,1
506,28.4,40.68,-0.69,296.1,0,1,1
506,28.3,42.12,-1.44,296.1,0,1,1
507,28.2,56.52,-1.78,296.1,0,1,1
508,28.1,75.6,-2.1,296.1,0,1,1
508,28,78.48,-1.29,296.1,0,1,1
509,27.4,68.58,-1.05,296.1,0,1,1
509,26.8,63.72,-1.85,296.1,0,1,1
510,27,66.6,-1.58,296.1,0,1,1
511,27.2,71.28,-1.69,296.1,0,1,1
511,27,73.44,-1.25,296.1,0,1,1
512,26.8,60.12,-1.19,296.1,0,1,1
512,26.9,53.1,-1.57,296.1,0,1,1
513,27,60.84,-1.63,296.1,0,1,1
513,27.3,69.66,-1.83,296.1,0,1,1
514,27.6,64.44,-0.57,296.1,0,1,1
515,28.2,70.2,-1.75,296.1,0,1,1
515,28.8,74.52,-0.86,296.1,0,1,1
516,28.8,57.42,-0.77,296.1,0,1,1
516,28.8,33.48,-1.14,296.1,0,1,1
517,29.2,32.04,-0.6,296.1,0,1,1
517,29.5,32.4,-0.7,296.1,0,1,1
518,29.7,16.38,-1.02,296.1,0,1,1
519,29.9,4.32,-0.74,296.1,0,1,1
519,30.7,5.94,-0.16,296.1,0,1,1
520,31.4,7.2,-0.3,296.1,0,1,1
521,31.8,7.74,-0.4,296.12,0,1,1
521,32.3,9.36,-0.18,296.16,0,1,1
522,33,12.42,-0.23,296.2,0,1,1
523,33.7,14.4,-0.45,296.2,0,1,1
524,34.1,14.58,-0.24,296.2,0,1,1
524,34.5,17.64,-0.39,296.2,0,1,1
525,35,12.42,-0.24,296.2,0,1,1
526,35.4,9.36,-0.51,296.2,0,1,1
527,35.6,6.84,0.1,296.2,0,1,1
527,35.8,1.08,-0.32,296.2,0,1,1
528,36.3,2.16,-0.09,296.2,0,1,1
529,36.9,4.32,-0.06,296.2,0,1,1
530,37,2.88,0.04,296.2,0,1,1
531,37,4.68,-0.5,296.2,0,1,1
532,37.7,0.72,0,296.2,0,1,1
532,38.3,0,0.39,296.2,0,1,1
533,38.2,0,-0.04,296.2,0,1,1
534,38.2,-5.04,1.05,296.2,0,1,1
535,38.6,-7.38,0.21,296.2,0,1,1
536,39,-9.72,-0.13,296.2,0,1,1
537,39.1,-8.46,0.43,296.2,0,1,1
538,39.1,-8.28,0.12,296.2,0,1,1
539,39.4,-10.62,0.38,296.2,0,1,1
539,39.6,-11.88,0.71,296.2,0,1,1
540,39.9,-12.96,0.4,296.2,0,1,1
541,40.1,-16.56,0.71,296.2,0,1,1
542,40.5,-24.12,0.74,296.2,0,1,1
543,40.9,-26.28,0.64,296.2,0,1,1
544,40.7,-30.42,0.93,296.2,0,1,1
545,40.4,-28.44,0.96,296.2,0,1,1
546,40,-14.04,0.71,296.2,0,1,1
546,39.6,-12.24,-0.08,296.2,0,1,1
547,39.3,-16.56,0.44,296.2,0,1,1
548,39,-14.04,0.84,296.2,0,1,1
549,39.1,-19.98,0.51,296.2,0,1,1
550,39.3,-21.96,0.46,296.2,0,1,1
551,39.2,-20.16,1.07,296.2,0,1,1
552,39.1,-27,1.12,296.2,0,1,1
552,39.2,-29.34,0.86,296.2,0,1,1
553,39.3,-29.16,0.72,296.2,0,1,1
554,38.9,-20.7,0.17,296.2,0,1,1
555,38.5,-5.76,0.61,296.2,0,1,1
556,38.4,-4.86,0.46,296.2,0,1,1
557,38.4,-5.04,0.33,296.2,0,1,1
557,38.6,-3.42,0.05,296.2,0,1,1
558,38.8,-5.04,0.06,296.2,0,1,1
559,38.7,-4.86,0.05,296.2,0,1,1
560,38.5,-4.68,0.43,296.2,0,1,1
561,38.5,-7.38,0.57,296.2,0,1,1
561,38.5,-10.08,0.69,296.2,0,1,1
562,38.7,-13.32,0.39,296.2,0,1,1
563,38.9,-14.04,1.05,296.2,0,1,1
564,39.2,-20.34,1.01,296.2,0,1,1
565,39.5,-30.6,0.51,296.2,0,1,1
566,39.4,-23.94,0.73,296.2,0,1,1
567,39.2,-20.52,0.85,296.2,0,1,1
567,39.3,-19.44,0.57,296.2,0,1,1
568,39.4,-15.48,0.27,296.2,0,1,1
569,39.4,-13.86,0.86,296.2,0,1,1
570,39.4,-26.28,1.31,296.2,0,1,1
571,39.3,-37.8,0.81,296.2,0,1,1
572,39.2,-32.76,0.72,296.2,0,1,1
573,39.3,-35.82,1.13,296.2,0,1,1
573,39.5,-39.96,0.53,296.2,0,1,1
574,39,-22.14,1.01,296.2,0,1,1
575,38.4,-14.76,0.97,296.2,0,1,1
576,38.7,-28.98,1.11,296.2,0,1,1
577,39,-34.2,1.42,296.2,0,1,1
578,39.2,-34.56,1.22,296.2,0,1,1
579,39.5,-39.24,1.15,296.2,0,1,1
580,39.1,-39.06,1.65,296.2,0,1,1
580,38.8,-31.32,1.48,296.2,0,1,1
581,38.8,-35.28,1.17,296.2,0,1,1
582,38.8,-36.72,1.15,296.2,0,1,1
583,39,-27.72,1.17,296.2,0,1,1
584,39.1,-22.68,0.61,296.2,0,1,1
585,38.8,-21.6,0.77,296.2,0,1,1
586,38.6,-19.08,1.07,296.2,0,1,1
587,38.5,-18.54,0.67,296.2,0,1,1
587,38.4,-16.56,0.86,296.2,0,1,1
588,38.6,-12.42,0.43,296.2,0,1,1
589,38.8,-2.52,-0.22,296.2,0,1,1
590,39.2,0,0.09,296.2,0,1,1
591,39.7,-2.52,0.71,296.2,0,1,1
592,40.5,-8.82,0.28,296.2,0,1,1
593,41.3,-13.68,0.59,296.2,0,1,1
594,41.8,-15.3,0.89,296.2,0,1,1
594,42.3,-13.68,0.34,296.2,0,1,1
595,42.5,-12.78,0.68,296.2,0,1,1
596,42.8,-10.08,0.41,296.2,0,1,1
597,42.9,-4.68,0.02,296.2,0,1,1
598,43.1,-2.88,-0.03,296.2,0,1,1
599,43.9,-6.66,0.61,296.2,0,1,1
600,44.6,-13.32,0.67,296.2,0,1,1
601,44.4,-17.64,0.46,296.2,0,1,1
602,44.2,-20.52,0.14,296.2,0,1,1
603,44.3,-14.76,0.51,296.2,0,1,1
604,44.3,-9,0.4,296.2,0,1,1
605,44,-9,0.42,296.2,0,1,1
606,43.7,-13.68,0.66,296.2,0,1,1
607,43.7,-18.18,0.27,296.2,0,1,1
608,43.6,-22.32,1.27,296.2,0,1,1
609,43.8,-14.76,0.71,296.2,0,1,1
610,44,-20.16,0.57,296.2,0,1,1
611,43.8,-16.38,1.05,296.2,0,1,1
612,43.5,-15.48,0.76,296.2,0,1,1
613,43.3,-16.56,0.37,296.2,0,1,1
614,43,-12.96,1.04,296.2,0,1,1
615,43.6,-13.14,0.25,296.2,0,1,1
616,44.1,-14.04,0.71,296.2,0,1,1
617,43.8,-15.84,0.63,296.2,0,1,1
618,43.4,-20.52,0.47,296.2,0,1,1
619,43.5,-23.76,0.63,296.2,0,1,1
620,43.6,-24.12,0.3,296.2,0,1,1
621,43.2,-25.38,1.23,296.2,0,1,1
622,42.9,-28.44,0.39,296.2,0,1,1
622,42.8,-23.94,1.05,296.2,0,1,1
623,42.7,-23.76,0.34,296.2,0,1,1
624,42.1,-17.46,0.88,296.2,0,1,1
625,41.4,-11.16,1.06,296.2,0,1,1
626,41.5,-15.12,0.29,296.2,0,1,1
627,41.6,-18,0.59,296.2,0,1,1
628,41.3,-11.7,0.4,296.2,0,1,1
629,41.1,-4.68,-0.01,296.2,0,1,1
630,41,0.9,0.23,296.2,0,1,1
631,40.9,9,-0.36,296.2,0,1,1
632,40.5,19.08,-0.49,296.2,0,1,1
633,40,23.04,-0.65,296.2,0,1,1
634,38.8,20.34,-0.42,296.2,0,1,1
635,37.6,14.76,0.03,296.2,0,1,1
636,36.5,4.86,-0.18,296.22,0,1,1
636,35.3,0,-0.99,296.26,0,1,1
637,34.3,2.7,0.01,296.3,0,1,1
638,33.3,3.24,-0.71,296.3,0,1,1
639,32.7,5.94,-0.41,296.3,0,1,1
640,32.1,6.12,-0.63,296.3,0,1,1
641,31.6,8.1,-0.72,296.3,0,1,1
642,31.1,14.76,-0.4,296.3,0,1,1
642,30.6,13.68,-0.11,296.3,0,1,1
643,30.2,13.32,-1.32,296.3,0,1,1
644,30.1,20.16,-0.53,296.3,0,1,1
645,30,27,-0.39,296.3,0,1,1
645,29.9,28.08,-0.82,296.3,0,1,1
646,29.8,42.48,-1.09,296.3,0,1,1
647,29.8,58.5,-1.26,296.3,0,1,1
647,29.8,56.52,-1.65,296.3,0,1,1
648,29.5,50.58,-1.32,296.3,0,1,1
649,29.2,52.92,-1.11,296.3,0,1,1
649,29.4,60.66,-0.9,296.3,0,1,1
650,29.6,58.68,-1.25,296.3,0,1,1
650,29,46.62,-0.95,296.3,0,1,1
651,28.3,36.36,-0.52,296.3,0,1,1
652,28.6,36,-1.49,296.3,0,1,1
652,28.9,48.96,-1.02,296.3,0,1,1
653,29.1,52.56,-1.13,296.3,0,1,1
653,29.3,45,-1.53,296.3,0,1,1
654,29.1,45.72,-1.15,296.3,0,1,1
654,28.8,56.16,-1.23,296.3,0,1,1
655,28.4,62.28,-1.4,296.3,0,1,1
656,28,61.2,-0.73,296.3,0,1,1
656,27.4,62.46,-1.07,296.3,0,1,1
657,26.9,65.16,-1.7,296.3,0,1,1
658,26.5,69.48,-1.06,296.3,0,1,1
658,26.1,74.88,-0.67,296.3,0,1,1
659,25.8,81.54,-0.87,296.3,0,1,1
659,25.4,63.36,-1.43,296.3,0,1,1
660,25.1,44.64,-1.55,296.3,0,1,1
661,24.7,53.64,-1.57,296.3,0,1,1
661,23.8,67.5,-1.38,296.3,0,1,1
662,22.9,51.84,-1.01,296.3,0,1,1
662,22.9,46.98,-0.91,296.3,0,1,1
663,23,56.16,-0.64,296.3,0,1,1
663,23.5,55.98,-1.73,296.3,0,1,1
664,24,56.52,-1.4,296.3,0,1,1
664,24.2,53.82,-0.96,296.3,0,1,1
665,24.3,51.12,-1.03,296.3,0,1,1
666,24.3,55.08,-1.05,296.3,0,1,1
666,24.3,53.64,-1.09,296.3,0,1,1
667,24.9,38.7,-0.61,296.3,0,1,1
667,25.4,23.76,-0.54,296.3,0,1,1
668,25.5,15.12,-0.39,296.3,0,1,1
668,25.6,13.68,-0.45,296.3,0,1,1
669,26.3,8.46,0.24,296.3,0,1,1
669,27,-9,0.79,296.3,0,1,1
670,27.2,-23.76,0.65,296.3,0,1,1
671,27.4,-36,1.33,296.3,0,1,1
671,27.4,-45.36,0.8,296.3,0,1,1
672,27.4,-52.2,1.23,296.3,0,1,1
672,26.9,-50.76,1.14,296.3,0,1,1
673,26.4,-52.56,1.61,296.3,0,1,1
674,26.8,-62.82,1.41,296.3,0,1,1
674,27.2,-69.48,1.09,296.3,0,1,1
675,27.1,-64.26,1.15,296.3,0,1,1
675,27,-67.68,1.75,296.3,0,1,1
676,27.3,-74.34,1.1,296.3,0,1,1
677,27.7,-62.28,1.44,296.3,0,1,1
677,27.1,-30.96,0.7,296.3,0,1,1
678,26.5,-9,0.01,296.3,0,1,1
678,27.2,20.16,-0.73,296.3,0,1,1
679,27.9,37.08,-0.92,296.3,0,1,1
680,28.1,44.46,-0.87,296.3,0,1,1
680,28.3,55.08,-0.91,296.3,0,1,1
681,27.7,62.46,-1.46,296.3,0,1,1
681,27.2,64.44,-1.46,296.3,0,1,1
682,27.2,61.2,-1.04,296.3,0,1,1
682,27.1,51.84,-1.33,296.3,0,1,1
683,27.4,51.84,-1.35,296.3,0,1,1
684,27.6,61.92,-1.12,296.3,0,1,1
684,27.7,63.9,-1.14,296.3,0,1,1
685,27.8,54.36,-0.86,296.3,0,1,1
685,27.7,47.34,-0.94,296.3,0,1,1
686,27.5,29.52,-0.46,296.3,0,1,1
687,27.3,2.7,-0.33,296.3,0,1,1
687,27.1,-6.48,-0.28,296.3,0,1,1
688,27.5,-6.3,0.13,296.3,0,1,1
688,27.9,-9,1.04,296.3,0,1,1
689,28.2,-17.46,0.91,296.3,0,1,1
689,28.5,-35.64,0.57,296.3,0,1,1
690,28.3,-42.84,0.61,296.3,0,1,1
691,28.1,-37.8,0.66,296.3,0,1,1
691,28,-26.28,0.79,296.3,0,1,1
692,27.9,-23.4,0.94,296.3,0,1,1
692,28.2,-29.52,0.95,296.3,0,1,1
693,28.5,-42.12,1.62,296.3,0,1,1
694,30.1,-63.9,1.96,296.3,0,1,1
694,31.7,-75.24,0.77,296.3,0,1,1
695,31.6,-72.18,1.48,296.3,0,1,1
695,31.4,-73.8,2.02,296.3,0,1,1
696,30.7,-76.68,1.37,296.3,0,1,1
697,29.9,-77.4,1.09,296.3,0,1,1
697,28.7,-78.3,1.63,296.3,0,1,1
698,27.5,-72,1.06,296.3,0,1,1
698,27.5,-60.48,0.98,296.3,0,1,1
699,27.5,-37.44,1.37,296.3,0,1,1
700,27.2,-15.84,1.54,296.3,0,1,1
700,26.9,-22.32,1.3,296.3,0,1,1
701,27.4,-39.06,1.76,296.3,0,1,1
701,27.9,-54,1.64,296.3,0,1,1
702,28,-48.24,1.2,296.3,0,1,1
702,28.1,-42.48,1.78,296.3,0,1,1
703,28.5,-57.06,0.85,296.32,0,1,1
704,28.8,-68.4,1.6,296.36,0,1,1
704,28.9,-60.3,0.73,296.4,0,1,1
705,29.1,-39.6,0.36,296.4,0,1,1
705,29.7,-26.46,0.71,296.4,0,1,1
706,30.3,-19.44,1.08,296.4,0,1,1
707,30.4,-19.26,1.04,296.4,0,1,1
707,30.6,-24.48,1.31,296.4,0,1,1
708,31.6,-42.66,1.47,296.4,0,1,1
709,32.6,-59.04,1.45,296.4,0,1,1
709,32.4,-61.56,1.31,296.4,0,1,1
710,32.3,-64.8,1.36,296.4,0,1,1
711,32.5,-71.46,1.59,296.4,0,1,1
711,32.8,-73.08,1.12,296.4,0,1,1
712,32.8,-68.04,1.39,296.4,0,1,1
713,32.9,-65.88,0.85,296.4,0,1,1
714,33,-51.84,0.66,296.4,0,1,1
714,33.2,-32.4,1.45,296.4,0,1,1
715,33.1,-21.78,1.17,296.4,0,1,1
716,33,-26.28,1.24,296.4,0,1,1
717,33.8,-37.8,1.79,296.4,0,1,1
717,34.7,-52.56,1.3,296.4,0,1,1
718,35,-44.82,1.49,296.4,0,1,1
719,35.3,-46.44,1.25,296.4,0,1,1
720,36.2,-52.38,1.27,296.4,0,1,1
721,37.1,-61.56,1.28,296.4,0,1,1
721,36.9,-62.46,0.97,296.4,0,1,1
722,36.7,-33.12,0.37,296.4,0,1,1
723,37.1,-8.46,0.32,296.4,0,1,1
724,37.5,-2.52,1.28,296.4,0,1,1
725,37.8,6.12,0.61,296.4,0,1,1
725,38.2,16.2,1.86,296.4,0,1,1
726,39.1,-0.72,1.18,296.4,0,1,1
727,40,-20.52,0.86,296.4,0,1,1
728,40.9,-14.94,0.06,296.4,0,1,1
729,41.8,-11.16,0.58,296.4,0,1,1
730,42,-5.4,0.6,296.4,0,1,1
731,42.1,-2.16,-0.4,296.4,0,1,1
731,42.6,-3.6,0.4,296.4,0,1,1
732,43.1,0.72,-0.14,296.4,0,1,1
733,43.7,0,-0.25,296.4,0,1,1
734,44.3,0,0.39,296.4,0,1,1
735,45.9,1.26,0.31,296.4,0,1,1
736,47.6,1.8,-0.84,296.4,0,1,1
737,46.3,-0.54,-0.08,296.4,0,1,1
738,44.9,0,0.67,296.4,0,1,1
739,44,4.14,-0.38,296.4,0,1,1
740,43,3.96,-0.25,296.4,0,1,1
741,41.9,5.04,0.18,296.4,0,1,1
742,40.8,4.32,-0.59,296.4,0,1,1
743,39.8,7.02,0.11,296.4,0,1,1
744,38.7,5.04,0,296.4,0,1,1
745,37.5,2.52,-0.42,296.4,0,1,1
746,36.2,1.8,-0.49,296.4,0,1,1
747,35.1,4.32,0.35,296.4,0,1,1
748,34.1,0,-1.39,296.4,0,1,1
749,33.6,6.66,0.14,296.4,0,1,1
750,33.1,7.92,0.02,296.4,0,1,1
751,32.7,6.3,-0.73,296.4,0,1,1
752,32.2,11.16,0.26,296.4,0,1,1
753,31.9,11.7,-0.35,296.4,0,1,1
753,31.5,14.4,-0.77,296.4,0,1,1
754,31.6,23.4,-0.42,296.4,0,1,1
755,31.7,37.8,-0.78,296.4,0,1,1
756,30.7,46.44,-1.1,296.4,0,1,1
756,29.7,49.32,-0.84,296.4,0,1,1
757,29,48.42,-1,296.4,0,1,1
758,28.2,47.88,-1.77,296.4,0,1,1
758,28.1,52.38,-1.55,296.4,0,1,1
759,27.9,57.96,-1.24,296.4,0,1,1
760,26.9,41.94,-1.19,296.4,0,1,1
760,25.8,29.88,-1.28,296.4,0,1,1
761,25.6,41.22,-1.53,296.4,0,1,1
761,25.5,55.8,-1.65,296.4,0,1,1
762,24.8,51.48,-1.26,296.4,0,1,1
763,24.1,44.64,-0.7,296.4,0,1,1
763,23.5,51.12,-1.05,296.4,0,1,1
764,22.8,52.56,-1.03,296.4,0,1,1
764,21.6,39.6,-0.86,296.4,0,1,1
765,20.3,43.2,-1.27,296.4,0,1,1
765,19.9,55.8,-0.94,296.4,0,1,1
766,19.5,60.48,-0.96,296.4,0,1,1
766,19.2,52.2,-1.17,296.4,0,1,1
767,18.9,57.6,-1.53,296.4,0,1,1
767,18.8,73.98,-1.44,296.4,0,1,1
768,18.7,82.8,-0.83,296.4,0,1,1
768,18.6,73.62,-0.88,296.4,0,1,1
768,18.6,67.32,-1.35,296.4,0,1,1
769,19.6,86.22,-1.29,296.4,0,1,1
769,20.5,95.76,-1.17,296.4,0,1,1
770,20.6,85.14,-1.14,296.4,0,1,1
770,20.7,76.32,-1.58,296.4,0,1,1
770,21.3,92.16,-1.51,296.4,0,1,1
771,22,100.08,-1.13,296.4,0,1,1
771,22.1,91.98,-1.11,296.4,0,1,1
772,22.3,84.24,-0.9,296.4,0,1,1
772,22.2,64.98,-0.47,296.4,0,1,1
772,22.1,43.56,-0.95,296.4,0,1,1
773,22.4,29.34,-0.69,296.4,0,1,1
773,22.7,30.24,-0.99,296.4,0,1,1
774,23.1,29.34,-0.84,296.4,0,1,1
774,23.5,18,-0.37,296.4,0,1,1
775,24.4,26.82,-1.15,296.4,0,1,1
775,25.4,37.08,-0.61,296.4,0,1,1
776,25.6,40.32,-0.58,296.4,0,1,1
776,25.9,27.72,-0.89,296.4,0,1,1
777,26.6,32.22,-0.71,296.4,0,1,1
777,27.3,36,-0.04,296.4,0,1,1
778,27.6,18.9,-0.29,296.4,0,1,1
779,27.8,15.84,0.1,296.4,0,1,1
779,28.5,18.18,-0.46,296.4,0,1,1
780,29.2,15.48,0,296.4,0,1,1
780,29.7,9,-0.21,296.4,0,1,1
781,30.2,9,-0.61,296.4,0,1,1
782,30.7,5.4,-0.09,296.4,0,1,1
782,31.1,-4.32,0.38,296.4,0,1,1
783,31.6,-20.16,0.98,296.4,0,1,1
784,32.2,-37.44,1.13,296.4,0,1,1
784,32.2,-46.26,1.38,296.4,0,1,1
785,32.3,-47.88,1.4,296.4,0,1,1
786,32.5,-49.14,0.99,296.4,0,1,1
787,32.7,-52.2,1.23,296.4,0,1,1
787,32.1,-53.82,1.13,296.4,0,1,1
788,31.4,-53.64,0.82,296.4,0,1,1
789,31,-59.22,1.08,296.4,0,1,1
790,30.6,-64.08,1.39,296.42,0,1,1
790,30.2,-66.78,1.36,296.46,0,1,1
791,29.8,-66.24,1.89,296.5,0,1,1
792,29.4,-70.02,1.61,296.5,0,1,1
792,29,-68.4,2.21,296.5,0,1,1
793,29.9,-68.04,1.55,296.5,0,1,1
794,30.8,-63.72,2.1,296.5,0,1,1
795,30,-68.94,1.06,296.5,0,1,1
795,29.2,-70.56,1.21,296.5,0,1,1
796,29.1,-50.94,0.97,296.5,0,1,1
796,29,-41.4,1.23,296.5,0,1,1
797,29.3,-48.06,1.1,296.5,0,1,1
798,29.7,-45,1.21,296.5,0,1,1
798,30.2,-34.56,1.01,296.5,0,1,1
799,30.7,-31.32,0.78,296.5,0,1,1
799,31.1,-28.08,0.12,296.5,0,1,1
800,31.5,-3.6,0.59,296.5,0,1,1
801,32.3,18.9,0.39,296.5,0,1,1
801,33.2,23.76,-0.26,296.5,0,1,1
802,33.7,24.12,-0.61,296.5,0,1,1
803,34.3,22.68,-0.62,296.5,0,1,1
803,34.8,13.32,-0.58,296.5,0,1,1
804,35.3,13.32,-0.49,296.5,0,1,1
805,36,17.64,-0.17,296.5,0,1,1
806,36.6,7.92,-0.12,296.5,0,1,1
806,36.1,0,0.11,296.5,0,1,1
807,35.6,-3.24,0.16,296.5,0,1,1
808,35.6,-9,0.4,296.5,0,1,1
809,35.6,-11.16,0.57,296.5,0,1,1
810,35.6,-14.76,0.45,296.5,0,1,1
810,35.6,-18.72,0.85,296.5,0,1,1
811,35.9,-28.8,1.18,296.5,0,1,1
812,36.1,-40.68,0.89,296.5,0,1,1
813,36.1,-37.98,1.02,296.5,0,1,1
814,36.1,-28.08,0.76,296.5,0,1,1
814,36,-23.22,0.51,296.5,0,1,1
815,36,-21.24,0.85,296.5,0,1,1
816,36.3,-18.18,0.47,296.5,0,1,1
817,36.6,-19.08,0.64,296.5,0,1,1
818,37.2,-30.96,1.38,296.5,0,1,1
818,37.7,-46.44,1.05,296.5,0,1,1
819,37.9,-43.02,0.97,296.5,0,1,1
820,38.1,-37.44,1.29,296.5,0,1,1
821,38.5,-37.62,0.79,296.5,0,1,1
822,38.9,-30.24,0.73,296.5,0,1,1
823,39.2,-22.86,1.26,296.5,0,1,1
823,39.5,-22.68,1.01,296.5,0,1,1
824,40.2,-25.02,0.54,296.5,0,1,1
825,40.8,-21.96,0.91,296.5,0,1,1
826,41.1,-11.7,0.38,296.5,0,1,1
827,41.4,-7.56,0.92,296.5,0,1,1
827,42.2,-6.3,0.26,296.5,0,1,1
828,43,-3.96,0.4,296.5,0,1,1
829,43.6,-2.88,0.03,296.5,0,1,1
830,44.1,-3.24,0.02,296.5,0,1,1
831,44.7,-3.24,0.14,296.5,0,1,1
832,45.4,-1.08,0.01,296.5,0,1,1
833,46.1,1.62,-0.07,296.5,0,1,1
834,46.8,10.08,-0.67,296.5,0,1,1
835,47.3,14.04,-0.5,296.5,0,1,1
836,47.8,8.64,-0.36,296.5,0,1,1
837,48.4,7.2,-0.23,296.5,0,1,1
838,49,5.76,-0.18,296.5,0,1,1
839,49.3,-1.62,-0.43,296.5,0,1,1
840,49.6,-5.04,-0.26,296.5,0,1,1
841,50.4,-2.7,-0.16,296.5,0,1,1
842,51.2,4.68,-0.24,296.5,0,1,1
843,51.7,10.62,-0.34,296.5,0,1,1
844,52.1,11.52,0.01,296.5,0,1,1
845,52.5,11.7,-0.27,296.5,0,1,1
846,52.9,7.56,-0.13,296.5,0,1,1
848,53.1,0.72,-0.16,296.5,0,1,1
849,53.3,0,-0.16,296.5,0,1,1
850,53.5,-0.36,-0.01,296.5,0,1,1
851,53.8,0,-0.4,296.5,0,1,1
852,54.3,3.06,-0.18,296.5,0,1,1
853,54.8,2.88,-0.01,296.5,0,1,1
855,55.4,4.5,-0.3,296.5,0,1,1
856,56,3.96,-0.24,296.5,0,1,1
857,55.9,4.32,-0.04,296.5,0,1,1
858,55.8,2.16,-0.46,296.5,0,1,1
860,56.1,4.32,-0.4,296.5,0,1,1
861,56.4,2.52,-0.02,296.5,0,1,1
862,55.9,4.32,-0.25,296.5,0,1,1
863,55.5,7.56,-0.3,296.5,0,1,1
865,54.8,9.9,-0.29,296.5,0,1,1
866,54.1,8.28,-0.32,296.5,0,1,1
867,52.9,6.3,0.05,296.5,0,1,1
868,51.7,2.16,0.1,296.5,0,1,1
