Format,OpenTRACK,,,,,,
Name,2025 Autocross,,,,,,
Country,USA,,,,,,
City,"Brooklyn, Michigan",,,,,,
17,0,0,-0.25,296,0,1,1
17,0,0,-0.09,296,0,1,1
17,0,0,-0.04,296,0,1,1
17,0,0,0.02,296,0,1,1
17,0,0,0.28,296,0,1,1
17,0,0,0.35,296.02,0,1,1
17,0,0,-0.29,296.06,0,1,1
17,0,0,-0.21,296.1,0,1,1
17,0,0,-0.27,296.1,0,1,1
17,0,0,-0.31,296.1,0,1,1
17,0,0,-0.04,296.1,0,1,1
17,0,0,0.1,296.1,0,1,1
17,0,0,0.16,296.1,0,1,1
17,0,0,-0.17,296.1,0,1,1
17,0,0,0.08,296.1,0,1,1
17,0,0,-0.22,296.1,0,1,1
17,0,0,-0.12,296.1,0,1,1
17,0,0,0.24,296.1,0,1,1
17,0,0,0.31,296.1,0,1,1
17,0,0,0.44,296.1,0,1,1
17,0,0,0.01,296.1,0,1,1
17,0,0,-0.15,296.1,0,1,1
17,0,0,-0.41,296.1,0,1,1
17,0,0,-0.2,296.1,0,1,1
17,0,0,0.11,296.1,0,1,1
17,0,0,0.16,296.1,0,1,1
17,0,0,-0.04,296.1,0,1,1
17,0,0,-0.15,296.1,0,1,1
17,0,0,-0.25,296.1,0,1,1
17,0,0,-0.22,296.1,0,1,1
17,0,0,-0.02,296.1,0,1,1
17,0,0,0.18,296.1,0,1,1
17,0,0,0.29,296.1,0,1,1
17,0,0,0.05,296.1,0,1,1
17,0,0,0,296.1,0,1,1
17,0,0,-0.25,296.1,0,1,1
17,0,0,-0.12,296.1,0,1,1
17,0,0,-0.18,296.1,0,1,1
17,0,0,0.2,296.1,0,1,1
17,0,0,0.11,296.1,0,1,1
17,0,0,0.23,296.1,0,1,1
17,0,0,0.03,296.1,0,1,1
17,0,0,-0.43,296.1,0,1,1
17,0,0,-0.37,296.1,0,1,1
17,0,0,-0.25,296.1,0,1,1
17,0,0,0.12,296.1,0,1,1
17,0,0,0.2,296.1,0,1,1
17,0,0,0.45,296.1,0,1,1
17,0,0,0.18,296.1,0,1,1
17,0,0,0.15,296.1,0,1,1
17,0,0,-0.11,296.1,0,1,1
17,0,0,-0.23,296.1,0,1,1
17,0,0,-0.27,296.1,0,1,1
17,0,0,0,296.1,0,1,1
17,0,0,0.07,296.1,0,1,1
17,0,0,0.32,296.1,0,1,1
17,0,0,0.17,296.1,0,1,1
17,0,0,-0.09,296.1,0,1,1
17,0,0,-0.16,296.1,0,1,1
17,0,0,-0.2,296.1,0,1,1
17,0,0,-0.27,296.1,0,1,1
17,0,0,-0.08,296.1,0,1,1
17,0,0,-0.26,296.1,0,1,1
17,0,0,-0.32,296.1,0,1,1
17,0,0,-0.09,296.1,0,1,1
17,0,0,0.06,296.12,0,1,1
17,0,0,0.26,296.16,0,1,1
17,0,0,-0.08,296.2,0,1,1
17,0,0,0.09,296.2,0,1,1
17,0,0,-0.03,296.2,0,1,1
17,0,0,-0.12,296.2,0,1,1
17,0,0,-0.19,296.2,0,1,1
17,0,0,0.06,296.2,0,1,1
17,0,0,-0.1,296.2,0,1,1
17,0,0,0.22,296.2,0,1,1
17,0,0,-0.03,296.2,0,1,1
17,0,0,-0.18,296.2,0,1,1
17,0,0,-0.21,296.2,0,1,1
17,0,0,-0.18,296.2,0,1,1
17,0,0,0.21,296.2,0,1,1
17,0,0,0.27,296.2,0,1,1
17,0,0,0.46,296.2,0,1,1
17,0,0,0.16,296.2,0,1,1
17,0,0,0.09,296.2,0,1,1
17,0,0,-0.22,296.2,0,1,1
17,0,0,-0.23,296.2,0,1,1
17,0,0,-0.26,296.2,0,1,1
17,0,0,0.11,296.2,0,1,1
17,0,0,0.21,296.2,0,1,1
17,0,0,-0.15,296.2,0,1,1
17,0,0,0.04,296.2,0,1,1
17,0,0,0.02,296.2,0,1,1
17,0,0,-0.27,296.2,0,1,1
17,0,0,-0.17,296.2,0,1,1
17,0,0,-0.23,296.2,0,1,1
17,0,0,0.05,296.2,0,1,1
17,0,0,0.13,296.2,0,1,1
17,0,0,0.23,296.2,0,1,1
17,0,0,0,296.2,0,1,1
17,0,0,-0.13,296.2,0,1,1
17,0,0,-0.28,296.2,0,1,1
17,0,0,-0.15,296.2,0,1,1
17,0,0,0.06,296.2,0,1,1
17,0,0,0.15,296.2,0,1,1
17,0,0,0.3,296.2,0,1,1
17,0,0,0.02,296.2,0,1,1
17,0,0,-0.01,296.2,0,1,1
17,0,0,-0.3,296.2,0,1,1
17,0,0,0.27,296.2,0,1,1
17,0,0,0.22,296.2,0,1,1
17,0,0,0.21,296.2,0,1,1
17,0,0,-0.2,296.2,0,1,1
17,0,0,-0.24,296.2,0,1,1
17,0,0,0.07,296.2,0,1,1
17,0,0,0.13,296.2,0,1,1
17,0,0,0.37,296.2,0,1,1
17,0,0,-0.25,296.2,0,1,1
17,0,0,-0.2,296.2,0,1,1
17,0,0,-0.21,296.2,0,1,1
17,0,0,-0.05,296.2,0,1,1
17,0,0,0.21,296.2,0,1,1
17,0,0,0.28,296.2,0,1,1
17,0,0,-0.23,296.2,0,1,1
17,0,0,-0.08,296.2,0,1,1
17,0,0,-0.07,296.2,0,1,1
17,0,0,-0.27,296.2,0,1,1
17,0,0,-0.16,296.2,0,1,1
17,0,0,-0.19,296.2,0,1,1
17,0,0,0.03,296.2,0,1,1
17,0,0,0.11,296.2,0,1,1
17,0,0,0.2,296.2,0,1,1
17,0,0,0.04,296.2,0,1,1
17,0,0,0.27,296.2,0,1,1
17,0,0,0.2,296.2,0,1,1
17,0,0,-0.03,296.2,0,1,1
17,0,0,-0.08,296.2,0,1,1
17,0,0,-0.29,296.2,0,1,1
17,0,0,-0.03,296.2,0,1,1
17,0,0,0.05,296.2,0,1,1
17,0,0,0.34,296.2,0,1,1
17,0,0,0.14,296.2,0,1,1
17,0,0,0.14,296.2,0,1,1
17,0,0,-0.21,296.2,0,1,1
17,0,0,-0.14,296.2,0,1,1
17,0,0,-0.16,296.2,0,1,1
17,0,0,0.03,296.2,0,1,1
17,0,0,0.25,296.2,0,1,1
17,0,0,0.28,296.2,0,1,1
17,0,0,0.3,296.2,0,1,1
17,0,0,-0.19,296.2,0,1,1
17,0,0,-0.34,296.2,0,1,1
17,0,0,-0.37,296.2,0,1,1
17,0,0,-0.05,296.2,0,1,1
17,0,0,-0.05,296.2,0,1,1
17,0,0,-0.15,296.2,0,1,1
17,0,0,-0.3,296.2,0,1,1
17,0,0,-0.17,296.2,0,1,1
17,0,0,-0.17,296.2,0,1,1
17,0,0,0.1,296.2,0,1,1
17,0,0,0.08,296.2,0,1,1
17,0,0,0.18,296.2,0,1,1
17,0,0,0.04,296.2,0,1,1
17,0,0,-0.08,296.2,0,1,1
17,0,0,-0.22,296.2,0,1,1
17,0,0,0.07,296.2,0,1,1
17,0,0,0.02,296.2,0,1,1
17,0,0,0.05,296.2,0,1,1
17,0,0,0.31,296.2,0,1,1
17,0,0,-0.22,296.2,0,1,1
17,0,0,0.04,296.2,0,1,1
17,0,0,0.11,296.2,0,1,1
17,0,0,0.02,296.2,0,1,1
17,0,0,0.29,296.2,0,1,1
17,0,0,0.02,296.2,0,1,1
17,0,0,-0.38,296.2,0,1,1
17,0,0,-0.36,296.2,0,1,1
17,0,0,-0.14,296.2,0,1,1
17,0,0,-0.19,296.2,0,1,1
17,0,0,-0.05,296.2,0,1,1
17,0,0,0.18,296.2,0,1,1
17,0,0,0.33,296.2,0,1,1
17,0,0,-0.17,296.2,0,1,1
17,0,0,0.06,296.2,0,1,1
17,0,0,-0.17,296.2,0,1,1
17,0,0,-0.31,296.2,0,1,1
17,0,0,-0.24,296.2,0,1,1
17,0,0,-0.25,296.2,0,1,1
17,0,0,-0.03,296.2,0,1,1
17,0,0,0.23,296.2,0,1,1
17,0,0,0.01,296.2,0,1,1
17,0,0,-0.21,296.2,0,1,1
17,0,0,0.25,296.2,0,1,1
17,0,0,0,296.2,0,1,1
17,0,0,0.16,296.2,0,1,1
17,0,0,-0.19,296.2,0,1,1
17,0,0,-0.13,296.22,0,1,1
17,0,0,0.13,296.26,0,1,1
17,0,0,0.14,296.3,0,1,1
17,0,0,0.24,296.3,0,1,1
17,0,0,0.04,296.3,0,1,1
17,0,0,-0.09,296.3,0,1,1
17,0,0,0.25,296.3,0,1,1
17,0,0,-0.04,296.3,0,1,1
17,0,0,0.17,296.3,0,1,1
17,0,0,-0.4,296.3,0,1,1
17,0,0,-0.08,296.3,0,1,1
17,0,0,-0.01,296.3,0,1,1
17,0,0,0.3,296.3,0,1,1
17,0,0,-0.12,296.3,0,1,1
17,0,0,0.41,296.3,0,1,1
17,0,0,-0.17,296.3,0,1,1
17,0,0,-0.15,296.3,0,1,1
17,0,0,-0.21,296.3,0,1,1
17,0,0,-0.02,296.3,0,1,1
17,0,0,0.07,296.3,0,1,1
17,0,0,0.31,296.3,0,1,1
17,0,0,0.3,296.3,0,1,1
17,0,0,-0.14,296.3,0,1,1
17,0,0,0.18,296.3,0,1,1
17,0,0,0.17,296.3,0,1,1
17,0,0,0.29,296.3,0,1,1
17,0,0,-0.07,296.3,0,1,1
17,0,0,-0.22,296.3,0,1,1
17,0,0,-0.34,296.3,0,1,1
17,0,0,-0.16,296.3,0,1,1
17,0,0,-0.16,296.3,0,1,1
17,0,0,0.11,296.3,0,1,1
17,0,0,0.13,296.3,0,1,1
17,0,0,0.17,296.3,0,1,1
17,0,0,0.01,296.3,0,1,1
17,0,0,-0.11,296.3,0,1,1
17,0,0,-0.23,296.3,0,1,1
17,0,0,-0.25,296.3,0,1,1
17,0,0,-0.02,296.3,0,1,1
17,0,0,0.08,296.3,0,1,1
17,0,0,0.31,296.3,0,1,1
17,0,0,0.14,296.3,0,1,1
17,0,0,0.22,296.3,0,1,1
17,0,0,-0.07,296.3,0,1,1
17,0,0,-0.23,296.3,0,1,1
17,0,0,-0.25,296.3,0,1,1
17,0,0,-0.24,296.3,0,1,1
17,0,0,0.09,296.3,0,1,1
17,0,0,0.21,296.3,0,1,1
17,0,0,0.43,296.3,0,1,1
17,0,0,0.17,296.3,0,1,1
17,0,0,0.09,296.3,0,1,1
17,0,0,-0.13,296.3,0,1,1
17,0,0,-0.2,296.3,0,1,1
17,0,0,-0.03,296.3,0,1,1
17,0,0,-0.29,296.3,0,1,1
17,0,0,0.09,296.3,0,1,1
17,0,0,0.15,296.3,0,1,1
17,0,0,0.32,296.3,0,1,1
17,0,0,0.06,296.3,0,1,1
17,0,0,-0.06,296.3,0,1,1
17,0,0,-0.29,296.3,0,1,1
17,0,0,-0.21,296.3,0,1,1
17,0,0,-0.25,296.3,0,1,1
17,0,0,-0.04,296.3,0,1,1
17,0,0,0.11,296.3,0,1,1
17,0,0,0.19,296.3,0,1,1
17,0,0,0.17,296.3,0,1,1
17,0,0,-0.01,296.3,0,1,1
17,0,0,-0.12,296.3,0,1,1
17,0,0,-0.33,296.3,0,1,1
17,0,0,-0.28,296.3,0,1,1
17,0,0,0.01,296.3,0,1,1
17,0,0,0.14,296.3,0,1,1
17,0,0,0.02,296.3,0,1,1
17,0,0,0.22,296.3,0,1,1
17,0,0,-0.14,296.3,0,1,1
17,0,0,-0.56,296.3,0,1,1
17,0,0,-0.44,296.3,0,1,1
17,0,0,-0.11,296.3,0,1,1
17,0,0,-0.05,296.3,0,1,1
17,0,0,0.2,296.3,0,1,1
17,0,0,0.23,296.3,0,1,1
17,0,0,0.24,296.3,0,1,1
17,0,0,0.09,296.3,0,1,1
17,0,0,-0.25,296.3,0,1,1
17,0,0,-0.3,296.3,0,1,1
17,0,0,-0.34,296.3,0,1,1
17,0,0,-0.03,296.3,0,1,1
17,0,0,-0.14,296.3,0,1,1
17,0,0,0.24,296.3,0,1,1
17,0,0,0.11,296.3,0,1,1
17,0,0,-0.12,296.3,0,1,1
17,0,0,-0.08,296.3,0,1,1
17,0,0,-0.19,296.3,0,1,1
17,0,0,-0.27,296.3,0,1,1
17,0,0,0.19,296.3,0,1,1
17,0,0,-0.06,296.3,0,1,1
17,0,0,0.21,296.3,0,1,1
17,0,0,0.29,296.3,0,1,1
17,0,0,0.22,296.3,0,1,1
17,0,0,-0.27,296.3,0,1,1
17,0,0,-0.11,296.3,0,1,1
17,0,0,-0.2,296.3,0,1,1
17,0,0,-0.42,296.3,0,1,1
17,0,0,-0.11,296.3,0,1,1
17,0,0,0.09,296.3,0,1,1
17,0,0,-0.03,296.3,0,1,1
17,0,0,0.32,296.3,0,1,1
17,0,0,0.3,296.3,0,1,1
17,0,0,0,296.32,0,1,1
17,0,0,-0.28,296.36,0,1,1
17,0,0,-0.12,296.4,0,1,1
17,0,0,-0.46,296.4,0,1,1
17,0,0,-0.12,296.4,0,1,1
17,0,0,0.19,296.4,0,1,1
17,0,0,0.3,296.4,0,1,1
17,0,0,0.16,296.4,0,1,1
17,0,0,-0.19,296.4,0,1,1
17,0,0,-0.23,296.4,0,1,1
17,0,0,-0.36,296.4,0,1,1
17,0,0,0,296.4,0,1,1
17,0,0,0.2,296.4,0,1,1
17,0,0,0.25,296.4,0,1,1
17,0,0,0.26,296.4,0,1,1
17,0,0,-0.04,296.4,0,1,1
17,0,0,-0.28,296.4,0,1,1
17,0,0,-0.33,296.4,0,1,1
17,0,0,-0.25,296.4,0,1,1
17,0,0,0.05,296.4,0,1,1
17,0,0,0.15,296.4,0,1,1
17,0,0,-0.07,296.4,0,1,1
17,0,0,0.07,296.4,0,1,1
17,0,0,0.05,296.4,0,1,1
17,0,0,-0.28,296.4,0,1,1
17,0,0,-0.41,296.4,0,1,1
17,0,0,-0.31,296.4,0,1,1
17,0,0,-0.19,296.4,0,1,1
17,0,0,0.09,296.4,0,1,1
17,0,0,0.19,296.4,0,1,1
17,0,0,0.24,296.4,0,1,1
17,0,0,0.01,296.4,0,1,1
17,0,0,-0.01,296.4,0,1,1
17,0,0,-0.23,296.4,0,1,1
17,0,0,-0.16,296.4,0,1,1
17,0,0,-0.22,296.4,0,1,1
17,0,0,-0.17,296.4,0,1,1
17,0,0,0.01,296.4,0,1,1
17,0,0,0.06,296.4,0,1,1
17,0,0,0.17,296.4,0,1,1
17,0,0,0.27,296.4,0,1,1
17,0,0,-0.17,296.4,0,1,1
17,0,0,-0.18,296.4,0,1,1
17,0,0,-0.17,296.4,0,1,1
17,0,0,-0.39,296.4,0,1,1
17,0,0,-0.09,296.4,0,1,1
17,0,0,0.2,296.4,0,1,1
17,0,0,0.18,296.4,0,1,1
17,0,0,0.26,296.4,0,1,1
17,0,0,0.28,296.4,0,1,1
17,0,0,0.23,296.4,0,1,1
17,0,0,-0.25,296.4,0,1,1
17,0,0,-0.3,296.4,0,1,1
17,0,0,-0.38,296.4,0,1,1
17,0,0,-0.03,296.4,0,1,1
17,0,0,0.08,296.4,0,1,1
17,0,0,0.38,296.4,0,1,1
17,0,0,0.1,296.4,0,1,1
17,0,0,-0.28,296.4,0,1,1
17,0,0,-0.44,296.4,0,1,1
17,0,0,-0.17,296.4,0,1,1
17,0,0,-0.14,296.4,0,1,1
17,0,0,0.15,296.4,0,1,1
17,0,0,0.25,296.4,0,1,1
17,0,0,-0.07,296.4,0,1,1
17,0,0,-0.15,296.4,0,1,1
17,0,0,-0.27,296.4,0,1,1
17,0,0,-0.11,296.4,0,1,1
17,0,0,0.09,296.4,0,1,1
17,0,0,0.29,296.4,0,1,1
17,0,0,0.28,296.4,0,1,1
17,0,0,-0.13,296.4,0,1,1
17,0,0,-0.17,296.4,0,1,1
17,0,0,-0.41,296.4,0,1,1
17,0,0,-0.1,296.4,0,1,1
17,0,0,-0.1,296.4,0,1,1
17,0,0,0.17,296.4,0,1,1
17,0,0,0.22,296.4,0,1,1
17,0,0,0.29,296.4,0,1,1
17,0,0,0.22,296.4,0,1,1
17,0,0,-0.21,296.4,0,1,1
17,0,0,0.51,296.4,0,1,1
17,0,0,0.26,296.4,0,1,1
17,0,0,0.35,296.4,0,1,1
17,0,0,0.1,296.4,0,1,1
17,0,0,0.05,296.4,0,1,1
17,0,0,-0.29,296.4,0,1,1
17,0,0,-0.17,296.4,0,1,1
17,0,0,-0.27,296.4,0,1,1
17,0,0,-0.21,296.4,0,1,1
17,0,0,0.19,296.4,0,1,1
17,0,0,0.05,296.4,0,1,1
17,0,0,0.28,296.4,0,1,1
17,0,0,0.09,296.4,0,1,1
17,0,0,0.08,296.4,0,1,1
17,0,0,-0.25,296.4,0,1,1
17,0,0,0.25,296.4,0,1,1
17,0,0,0.19,296.4,0,1,1
17,0,0,0.03,296.4,0,1,1
17,0,0,-0.3,296.4,0,1,1
17,0,0,-0.28,296.4,0,1,1
17,0,0,-0.16,296.4,0,1,1
17,0,0,-0.27,296.4,0,1,1
17,0,0,-0.09,296.4,0,1,1
17,0,0,0.09,296.4,0,1,1
17,0,0,0.28,296.4,0,1,1
17,0,0,-0.05,296.4,0,1,1
17,0,0,0.23,296.4,0,1,1
17,0,0,0.18,296.4,0,1,1
17,0,0,-0.1,296.4,0,1,1
17,0,0,-0.12,296.4,0,1,1
17,0,0,-0.35,296.4,0,1,1
17,0,0,-0.12,296.4,0,1,1
17,0,0,-0.18,296.4,0,1,1
17,0,0,-0.02,296.4,0,1,1
17,0,0,0.24,296.4,0,1,1
17,0,0,0.29,296.4,0,1,1
17,0,0,0.44,296.4,0,1,1
17,0,0,0.07,296.4,0,1,1
17,0,0,-0.04,296.4,0,1,1
17,0,0,-0.28,296.4,0,1,1
17,0,0,-0.26,296.4,0,1,1
17,0,0,-0.34,296.4,0,1,1
17,0,0,-0.12,296.4,0,1,1
17,0,0,0.19,296.4,0,1,1
17,0,0,0.25,296.42,0,1,1
17,0,0,-0.23,296.46,0,1,1
17,0,0,-0.06,296.5,0,1,1
17,0,0,-0.1,296.5,0,1,1
17,0,0,-0.23,296.5,0,1,1
17,0,0,-0.15,296.5,0,1,1
17,0,0,-0.28,296.5,0,1,1
17,0,0,-0.15,296.5,0,1,1
17,0,0,0.04,296.5,0,1,1
17,0,0,0.18,296.5,0,1,1
17,0,0,0.24,296.5,0,1,1
17,0,0,0.09,296.5,0,1,1
17,0,0,-0.26,296.5,0,1,1
17,0,0,-0.21,296.5,0,1,1
17,0,0,-0.15,296.5,0,1,1
17,0,0,-0.28,296.5,0,1,1
17,0,0,-0.04,296.5,0,1,1
17,0,0,0.14,296.5,0,1,1
17,0,0,0.22,296.5,0,1,1
17,0,0,0.23,296.5,0,1,1
17,0,0,-0.12,296.5,0,1,1
17,0,0,-0.16,296.5,0,1,1
17,0,0,-0.38,296.5,0,1,1
17,0,0,-0.07,296.5,0,1,1
17,0,0,-0.06,296.5,0,1,1
17,0,0,0.25,296.5,0,1,1
17,0,0,0.25,296.5,0,1,1
17,0,0,0.02,296.5,0,1,1
17,0,0,0.27,296.5,0,1,1
17,0,0,0.28,296.5,0,1,1
17,0,0,0.37,296.5,0,1,1
17,0,0,-0.18,296.5,0,1,1
17,0,0,-0.45,296.5,0,1,1
17,0,0,-0.2,296.5,0,1,1
17,0,0,-0.1,296.5,0,1,1
17,0,0,0.14,296.5,0,1,1
17,0,0,0.16,296.5,0,1,1
17,0,0,0.2,296.5,0,1,1
17,0,0,0.08,296.5,0,1,1
17,0,0,-0.17,296.5,0,1,1
17,0,0,-0.27,296.5,0,1,1
17,0,0,-0.37,296.5,0,1,1
17,0,0,-0.11,296.5,0,1,1
17,0,0,0.03,296.5,0,1,1
17,0,0,0.23,296.5,0,1,1
17,0,0,0.08,296.5,0,1,1
17,0,0,0.09,296.5,0,1,1
17,0,0,-0.22,296.5,0,1,1
17,0,0,-0.18,296.5,0,1,1
17,0,0,-0.27,296.5,0,1,1
17,0,0,-0.1,296.5,0,1,1
17,0,0,0.31,296.5,0,1,1
17,0,0,0.24,296.5,0,1,1
17,0,0,0.07,296.5,0,1,1
17,0,0,-0.17,296.5,0,1,1
17,0,0,-0.24,296.5,0,1,1
17,0,0,-0.27,296.5,0,1,1
17,0,0,0.15,296.5,0,1,1
17,0,0,-0.13,296.5,0,1,1
17,0,0,-0.24,296.5,0,1,1
17,0,0,0.24,296.5,0,1,1
17,0,0,0.22,296.5,0,1,1
17,0,0,0.25,296.5,0,1,1
17,0,0,0.07,296.5,0,1,1
17,0,0,0.2,296.5,0,1,1
17,0,0,-0.2,296.5,0,1,1
17,0,0,-0.4,296.5,0,1,1
17,0,0,-0.19,296.5,0,1,1
17,0,0,-0.33,296.5,0,1,1
17,0,0,-0.08,296.5,0,1,1
17,0,0,0.2,296.5,0,1,1
17,0,0,0.18,296.5,0,1,1
17,0,0,0.28,296.5,0,1,1
17,0,0,-0.1,296.5,0,1,1
17,0,0,-0.24,296.5,0,1,1
17,0,0,-0.34,296.5,0,1,1
17,0,0,-0.12,296.5,0,1,1
17,0,0,-0.05,296.5,0,1,1
17,0,0,0.25,296.5,0,1,1
17,0,0,0.08,296.5,0,1,1
17,0,0,0.14,296.5,0,1,1
17,0,0,-0.2,296.5,0,1,1
17,0,0,-0.16,296.5,0,1,1
17,0,0,-0.22,296.5,0,1,1
17,0,0,0.09,296.5,0,1,1
17,0,0,-0.07,296.5,0,1,1
17,0,0,0.21,296.5,0,1,1
17,0,0,0.05,296.5,0,1,1
17,0,0,-0.2,296.5,0,1,1
17,0,0,-0.25,296.5,0,1,1
17,0,0,-0.25,296.5,0,1,1
17,0,0,0.1,296.5,0,1,1
17,0,0,0.19,296.5,0,1,1
17,0,0,0.37,296.5,0,1,1
17,0,0,-0.26,296.5,0,1,1
17,0,0,-0.2,296.5,0,1,1
17,0,0,-0.21,296.5,0,1,1
17,0,0,-0.06,296.5,0,1,1
17,0,0,0.17,296.5,0,1,1
17,0,0,0.23,296.5,0,1,1
17,0,0,0.28,296.5,0,1,1
17,0,0,0.09,296.5,0,1,1
17,0,0,0.06,296.5,0,1,1
17,0,0,-0.21,296.5,0,1,1
17,0,0,-0.19,296.5,0,1,1
17,0,0,-0.29,296.52,0,1,1
17,0,0,-0.12,296.56,0,1,1
17,0,0,-0.19,296.6,0,1,1
17,0,0,-0.4,296.6,0,1,1
17,0,0,-0.17,296.6,0,1,1
17,0,0,0.1,296.6,0,1,1
17,0,0,-0.05,296.6,0,1,1
17,0,0,-0.11,296.6,0,1,1
17,0,0,-0.38,296.6,0,1,1
17,0,0,-0.12,296.6,0,1,1
17,0,0,0.13,296.6,0,1,1
17,0,0,0.21,296.6,0,1,1
17,0,0,-0.12,296.6,0,1,1
17,0,0,-0.06,296.6,0,1,1
17,0,0,0,296.6,0,1,1
17,0,0,0.14,296.6,0,1,1
17,0,0,0.21,296.6,0,1,1
17,0,0,-0.36,296.6,0,1,1
17,0,0,-0.24,296.6,0,1,1
17,0,0,-0.26,296.6,0,1,1
17,0,0,-0.19,296.6,0,1,1
17,0,0,0.14,296.6,0,1,1
17,0,0,0.21,296.6,0,1,1
17,0,0,0.4,296.6,0,1,1
17,0,0,0.17,296.6,0,1,1
17,0,0,0.1,296.6,0,1,1
17,0,0,-0.23,296.6,0,1,1
17,0,0,-0.27,296.6,0,1,1
17,0,0,-0.31,296.6,0,1,1
17,0,0,-0.27,296.6,0,1,1
17,0,0,0.15,296.6,0,1,1
17,0,0,0.25,296.6,0,1,1
17,0,0,0.33,296.6,0,1,1
17,0,0,0.05,296.6,0,1,1
17,0,0,-0.07,296.6,0,1,1
17,0,0,-0.28,296.6,0,1,1
17,0,0,-0.18,296.6,0,1,1
17,0,0,-0.26,296.6,0,1,1
17,0,0,-0.09,296.6,0,1,1
17,0,0,0.08,296.6,0,1,1
17,0,0,0.17,296.6,0,1,1
17,0,0,0.14,296.6,0,1,1
17,0,0,-0.08,296.6,0,1,1
17,0,0,-0.32,296.6,0,1,1
17,0,0,-0.33,296.6,0,1,1
17,0,0,-0.03,296.6,0,1,1
17,0,0,0.03,296.6,0,1,1
17,0,0,-0.19,296.6,0,1,1
17,0,0,-0.42,296.6,0,1,1
17,0,0,-0.08,296.6,0,1,1
17,0,0,0.17,296.62,0,1,1
17,0,0,0.27,296.66,0,1,1
17,0,0,0.14,296.7,0,1,1
17,0,0,0.26,296.7,0,1,1
17,0,0,-0.21,296.7,0,1,1
17,0,0,-0.3,296.7,0,1,1
17,0,0,0.05,296.7,0,1,1
17,0,0,0,296.7,0,1,1
17,0,0,0.26,296.7,0,1,1
17,0,0,0.26,296.7,0,1,1
17,0,0,0,296.7,0,1,1
17,0,0,0.21,296.7,0,1,1
17,0,0,-0.2,296.7,0,1,1
17,0,0,-0.21,296.7,0,1,1
17,0,0,-0.38,296.7,0,1,1
17,0,0,-0.19,296.7,0,1,1
17,0,0,-0.21,296.7,0,1,1
17,0,0,0.12,296.7,0,1,1
17,0,0,0.16,296.7,0,1,1
17,0,0,0.17,296.7,0,1,1
17,0,0,-0.17,296.7,0,1,1
17,0,0,-0.31,296.7,0,1,1
17,0,0,-0.28,296.7,0,1,1
17,0,0,-0.21,296.7,0,1,1
17,0,0,-0.02,296.7,0,1,1
17,0,0,0.1,296.7,0,1,1
17,0,0,0.23,296.7,0,1,1
17,0,0,0.03,296.7,0,1,1
17,0,0,0.09,296.7,0,1,1
17,0,0,0.16,296.7,0,1,1
17,0,0,-0.01,296.7,0,1,1
17,0,0,-0.27,296.7,0,1,1
17,0,0,-0.38,296.7,0,1,1
17,0,0,-0.08,296.7,0,1,1
17,0,0,-0.06,296.7,0,1,1
17,0,0,0.31,296.7,0,1,1
17,0,0,0.16,296.7,0,1,1
17,0,0,0.22,296.7,0,1,1
17,0,0,-0.07,296.7,0,1,1
17,0,0,-0.19,296.7,0,1,1
17,0,0,-0.24,296.7,0,1,1
17,0,0,-0.09,296.7,0,1,1
17,0,0,0.28,296.7,0,1,1
17,0,0,0.33,296.7,0,1,1
17,0,0,0.37,296.7,0,1,1
17,0,0,-0.11,296.7,0,1,1
17,0,0,-0.25,296.7,0,1,1
17,0,0,-0.17,296.7,0,1,1
17,0,0,-0.04,296.7,0,1,1
17,0,0,0.29,296.7,0,1,1
17,0,0,0.17,296.72,0,1,1
17,0,0,0.16,296.76,0,1,1
17,0,0,-0.15,296.8,0,1,1
17,0,0,-0.18,296.8,0,1,1
17,0,0,-0.27,296.8,0,1,1
17,0,0,-0.08,296.8,0,1,1
17,0,0,0.13,296.8,0,1,1
17,0,0,0.26,296.8,0,1,1
17,0,0,0.07,296.8,0,1,1
17,0,0,-0.11,296.8,0,1,1
17,0,0,-0.23,296.8,0,1,1
17,0,0,-0.18,296.8,0,1,1
17,0,0,0.09,296.8,0,1,1
17,0,0,0.22,296.8,0,1,1
17,0,0,0.26,296.8,0,1,1
17,0,0,-0.08,296.8,0,1,1
17,0,0,-0.17,296.8,0,1,1
17,0,0,-0.45,296.8,0,1,1
17,0,0,-0.1,296.8,0,1,1
17,0,0,-0.07,296.8,0,1,1
17,0,0,0.25,296.8,0,1,1
17,0,0,0.26,296.8,0,1,1
17,0,0,0.25,296.8,0,1,1
17,0,0,0.06,296.8,0,1,1
17,0,0,-0.27,296.8,0,1,1
17,0,0,-0.29,296.8,0,1,1
17,0,0,-0.45,296.8,0,1,1
17,0,0,0.19,296.8,0,1,1
17,0,0,-0.01,296.8,0,1,1
17,0,0,0.21,296.8,0,1,1
17,0,0,0.15,296.8,0,1,1
17,0,0,-0.27,296.8,0,1,1
17,0,0,0.08,296.8,0,1,1
17,0,0,-0.17,296.8,0,1,1
17,0,0,0.24,296.8,0,1,1
17,0,0,-0.07,296.82,0,1,1
17,0,0,-0.19,296.86,0,1,1
17,0,0,-0.32,296.9,0,1,1
17,0,0,-0.11,296.9,0,1,1
17,0,0,-0.04,296.9,0,1,1
17,0,0,0.27,296.9,0,1,1
17,0,0,0.13,296.9,0,1,1
17,0,0,0.15,296.9,0,1,1
17,0,0,-0.15,296.9,0,1,1
